race_id,rating,source,tier_code,n_sources,provenance
H-TX-11,Safe R,consensus,-3.0,1.0,fixture
H-TX-12,Safe R,consensus,-3.0,1.0,fixture
H-TX-13,Safe R,consensus,-3.0,1.0,fixture
H-TX-14,Safe R,consensus,-3.0,1.0,fixture
H-TX-15,Toss-up,consensus,0.0,1.0,fixture
H-TX-16,Safe D,consensus,3.0,1.0,fixture
H-TX-17,Safe R,consensus,-3.0,1.0,fixture
H-TX-18,Safe D,consensus,3.0,1.0,fixture
H-TX-19,Safe R,consensus,-3.0,1.0,fixture
H-TX-20,Safe D,consensus,3.0,1.0,fixture
H-TX-21,Safe R,consensus,-3.0,1.0,fixture
H-TX-22,Safe R,consensus,-3.0,1.0,fixture
H-TX-23,Likely R,consensus,-2.0,1.0,fixture
H-TX-24,Safe R,consensus,-3.0,1.0,fixture
H-TX-25,Safe R,consensus,-3.0,1.0,fixture
H-TX-26,Safe R,consensus,-3.0,1.0,fixture
H-TX-27,Safe R,consensus,-3.0,1.0,fixture
H-TX-28,Lean D,consensus,1.0,1.0,fixture
H-TX-29,Safe D,consensus,3.0,1.0,fixture
H-TX-30,Safe D,consensus,3.0,1.0,fixture
H-TX-31,Safe R,consensus,-3.0,1.0,fixture
H-TX-32,Safe D,consensus,3.0,1.0,fixture
H-TX-33,Safe D,consensus,3.0,1.0,fixture
H-TX-34,Safe D,consensus,3.0,1.0,fixture
H-TX-35,Safe D,consensus,3.0,1.0,fixture
H-TX-36,Safe R,consensus,-3.0,1.0,fixture
H-TX-37,Safe D,consensus,3.0,1.0,fixture
H-TX-38,Safe R,consensus,-3.0,1.0,fixture
H-UT-01,Safe R,consensus,-3.0,1.0,fixture
H-UT-02,Safe R,consensus,-3.0,1.0,fixture
H-UT-03,Safe R,consensus,-3.0,1.0,fixture
H-UT-04,Safe R,consensus,-3.0,1.0,fixture
H-VA-01,Likely R,consensus,-2.0,1.0,fixture
H-VA-02,Lean R,consensus,-1.0,1.0,fixture
H-VA-03,Safe D,consensus,3.0,1.0,fixture
H-VA-04,Safe D,consensus,3.0,1.0,fixture
H-VA-05,Likely R,consensus,-2.0,1.0,fixture
H-VA-06,Safe R,consensus,-3.0,1.0,fixture
H-VA-07,Toss-up,consensus,0.0,1.0,fixture
H-VA-08,Safe D,consensus,3.0,1.0,fixture
H-VA-09,Safe R,consensus,-3.0,1.0,fixture
H-VA-10,Lean D,consensus,1.0,1.0,fixture
H-VA-11,Safe D,consensus,3.0,1.0,fixture
H-VT-01,Safe D,consensus,3.0,1.0,fixture
H-WA-01,Safe D,consensus,3.0,1.0,fixture
H-WA-02,Safe D,consensus,3.0,1.0,fixture
H-WA-03,Likely R,consensus,-2.0,1.0,fixture
H-WA-04,Safe R,consensus,-3.0,1.0,fixture
H-WA-05,Safe R,consensus,-3.0,1.0,fixture
H-WA-06,Likely D,consensus,2.0,1.0,fixture
H-WA-07,Safe D,consensus,3.0,1.0,fixture
H-WA-08,Toss-up,consensus,0.0,1.0,fixture
H-WA-09,Safe D,consensus,3.0,1.0,fixture
H-WA-10,Likely D,consensus,2.0,1.0,fixture
H-WI-01,Lean R,consensus,-1.0,1.0,fixture
H-WI-02,Safe D,consensus,3.0,1.0,fixture
H-WI-03,Likely R,consensus,-2.0,1.0,fixture
H-WI-04,Safe D,consensus,3.0,1.0,fixture
H-WI-05,Safe R,consensus,-3.0,1.0,fixture
H-WI-06,Safe R,consensus,-3.0,1.0,fixture
H-WI-07,Safe R,consensus,-3.0,1.0,fixture
H-WI-08,Safe R,consensus,-3.0,1.0,fixture
H-WV-01,Safe R,consensus,-3.0,1.0,fixture
H-WV-02,Safe R,consensus,-3.0,1.0,fixture
H-WY-01,Safe R,consensus,-3.0,1.0,fixture
S-AK,Safe R,consensus,-3.0,1.0,fixture
S-AL,Safe R,consensus,-3.0,1.0,fixture
S-AR,Safe R,consensus,-3.0,1.0,fixture
S-CO,Likely D,consensus,2.0,1.0,fixture
S-DE,Safe D,consensus,3.0,1.0,fixture
S-FL-special,Likely R,consensus,-2.0,1.0,fixture
S-GA,Lean R,consensus,-1.0,1.0,fixture
S-IA,Likely R,consensus,-2.0,1.0,fixture
S-ID,Safe R,consensus,-3.0,1.0,fixture
S-IL,Safe D,consensus,3.0,1.0,fixture
S-KS,Safe R,consensus,-3.0,1.0,fixture
S-KY,Safe R,consensus,-3.0,1.0,fixture
S-LA,Safe R,consensus,-3.0,1.0,fixture
S-MA,Safe D,consensus,3.0,1.0,fixture
S-ME,Toss-up,consensus,0.0,1.0,fixture
S-MI,Toss-up,consensus,0.0,1.0,fixture
S-MN,Lean D,consensus,1.0,1.0,fixture
S-MS,Safe R,consensus,-3.0,1.0,fixture
S-MT,Safe R,consensus,-3.0,1.0,fixture
S-NC,Lean R,consensus,-1.0,1.0,fixture
S-NE,Safe R,consensus,-3.0,1.0,fixture
S-NH,Toss-up,consensus,0.0,1.0,fixture
S-NJ,Likely D,consensus,2.0,1.0,fixture
S-NM,Likely D,consensus,2.0,1.0,fixture
S-OH-special,Likely R,consensus,-2.0,1.0,fixture
S-OK,Safe R,consensus,-3.0,1.0,fixture
S-OR,Likely D,consensus,2.0,1.0,fixture
S-RI,Safe D,consensus,3.0,1.0,fixture
S-SC,Safe R,consensus,-3.0,1.0,fixture
S-SD,Safe R,consensus,-3.0,1.0,fixture
S-TN,Safe R,consensus,-3.0,1.0,fixture
S-TX,Likely R,consensus,-2.0,1.0,fixture
S-VA,Lean D,consensus,1.0,1.0,fixture
S-WV,Safe R,consensus,-3.0,1.0,fixture
S-WY,Safe R,consensus,-3.0,1.0,fixture
